address,moniker,commission,rank,token,votingPower,timestamp
atonevaloper1vcp7pkg8sk0n8ylhezxxs8qqrnwfld4dsv2sew,POSTHUMAN  StakeDrop,0.05,16,1031820,0.019856,1765152000000
atonevaloper1d3hahjfnr6579rpt7fkste4jaj6ne0jvqttj05,Nodes Hub  100 Slash Protected ,0.05,17,934916,0.017991,1765152000000
atonevaloper1zrp3cnmqg7rlr7n4mc3cfl4khn5p9a2frykp2c,PRO Delegators,0.05,18,575273,0.01107,1765152000000
atonevaloper1v6pes3zvpu926pep0l636wwda357uc20t0x5vd,ECO Stake   REStakeapp,0.05,19,564989,0.010872,1765152000000
atonevaloper1g85n0rvyfrmp9kz0s29mx3v5gcf4as2aew22k7,Crypto Plant,0.05,20,439504,0.008458,1765152000000
atonevaloper1fvpj4kfk49s6her9fmak4dykz447vlx3uuj9hw, Silk Nodes,0.05,21,437821,0.008425,1765152000000
atonevaloper1re7e8n5arf7c69mr75fqp2v5lcl0ftrr56uxkm,Kleomedes,0.05,22,394894,0.007599,1765152000000
atonevaloper1q6d3d089hg59x6gcx92uumx70s5y5wadlklzhr,Ubik Capital,0.05,23,378422,0.007282,1765152000000
atonevaloper1qlhx2zev88jsy6ghsluf7frfxrutkkf3dm29hf,Crosnest,0.05,24,378064,0.007275,1765152000000
atonevaloper1lktjhnzkpkz3ehrg8psvmwhafg56kfsscfjshg,Umbrella ,0.05,25,377319,0.007261,1765152000000
atonevaloper10unx6s0cdqntvrumd5hs07rgd5ytcztq7w6s7f,GATA HUB,0.05,26,374418,0.007205,1765152000000
atonevaloper1603r7hdvmntnh67rr6gnf3myg5sj0020rdm774,Chiter in Cosmos ,0.05,27,353948,0.006811,1765152000000
atonevaloper14m0n559xdj00qwvp6ck0xesprrq26kgpufexgk,Oneiric Stake,0.05,28,347964,0.006696,1765152000000
atonevaloper174tvh2dty7vsvwn2cfsmkwq8tplqgr5f7rsyuj,Regenerator  Green Validator ,0.05,29,347700,0.006691,1765152000000
atonevaloper1h7xtcxsh356vfcygglrcn67c8jk47mkx40mdda,NyanCat,0.05,30,328831,0.006328,1765152000000
atonevaloper14ddv0apf90h6u46zy4e6msct9hx04nte0zcyfe,Cogwheel ,0.05,31,327800,0.006308,1765152000000
atonevaloper1gpqlu4ml3hqkfqf3vyrvj8040c6jdrt0l8eg34,StakeLabzone,0.05,32,291537,0.00561,1765152000000
atonevaloper1342p4lqh94s8qrk48vz2x6nlh3p2hqx4autnd9,AVIAONEcom ,0.05,33,283704,0.00546,1765152000000
atonevaloper1ngchl63yr5ew7ua7y72z4p80s32u6g9u09vguf,Inter Blockchain Services,0.05,34,274201,0.005277,1765152000000
atonevaloper1ptyzewnns2kn37ewtmv6ppsvhdnmeapvzqm758,WeStaking,0.05,35,262993,0.005061,1765152000000
atonevaloper15e709ulu0sxgpwzu3vftkxd00eexapmj76e7kh,Nodeist  Slash Protected,0.1,36,257986,0.004965,1765152000000
atonevaloper1f2r68y2htcmp4rfe2wfn9f3nvzh9xsq9y0vdyz,NODERS,0.05,37,256633,0.004939,1765152000000
atonevaloper1per5z63kvyzgy0hqfkkwd45gg4rnjt4c7jdrkr,ChainTools,0.05,38,253673,0.004882,1765152000000
atonevaloper1e859xaue4k2jzqw20cv6l7p3tmc378pcclyn60,Citizen Web3,0.075,39,239199,0.004603,1765152000000
