address,moniker,commission,rank,token,votingPower,timestamp
bandvaloper1dndwcqre8wjnk4086vr76nu28q5lhnlsu36td8,Crypto Lion ,0.05,54,2546,0.000028,1765152000000
bandvaloper1vyv7l5qyakgnz2y006jq2xawdr3hnezxlylgtw,MANTRA DAO,0.05,54,2189,0.000024,1765152000000
bandvaloper1ufg3yw83azadqr7g4p88pc3z2uraacwteejqzw,ThomasBlockio,0.04,54,1950,0.000022,1765152000000
bandvaloper14m538kv607xpcvpef6zrk2uhavpr8katfq2s8z,Woodstock,0.08,54,1480,0.000016,1765152000000
bandvaloper1948raua2qwgn6rcstgdtk4wyg2zypc2680lej7,Injective Labs,0.1,54,1376,0.000015,1765152000000
bandvaloper13jgj2fu2wc0pff7wnsang3m9xt3k67u8zdd5n5,TaiPanich,0.05,54,1359,0.000015,1765152000000
bandvaloper1xhhxypktn0v6zund3nzkfv5gfvs0ughe234xl9,blockscape,0.05,54,1292,0.000014,1765152000000
bandvaloper17fjwhmuvgh8lugky0kgz0ejzrt5zplp83zq0l7,StakeProofxyz,0.01,54,1153,0.000013,1765152000000
bandvaloper17dw8k6t26r4ueylctf792qssy6sscu93sucxvh,Bitcoin Addict Thailand,0.1,54,1079,0.000012,1765152000000
bandvaloper1z5nwqcxltx89zt07jmw9jtx2jlerawsauptl6j,Trivium  TriviumNetwork,0.01,54,1039,0.000012,1765152000000
bandvaloper1kkaderm3sae8l33pmv47rr5u6k4pzy0rgs9ryx,PerfectStake,0.02,54,939,0.00001,1765152000000
bandvaloper12wzzlxntkpf7sx6cqkvp0m2tfjxhqwa02rewqt,Oni ,0.05,54,927,0.00001,1765152000000
bandvaloper1tn296zetsy7tlk5365xhlxp5dk56w2naytgud7,ITpro,0.01,54,762,0.000008,1765152000000
bandvaloper1hddt2r0e7nfcdmy87xr3nxlzwqxh6fvcvnpceu,TOT AI BOT FREE,0.026,54,524,0.000006,1765152000000
bandvaloper12vctshhhpksuxfmkslrqqg74euesvskxchvnqd,Bi23 Labs,0.01,54,347,0.000004,1765152000000
bandvaloper1y0pw9v0km2a9dx0gvlc5hvuk4vjwgsv94mds98,Woodstock Fund,0.1,54,279,0.000003,1765152000000
bandvaloper17zl6zwq26snsvcm5w7yae8ju9glruwmjeg2agj,Earn Network,0.01,54,253,0.000003,1765152000000
bandvaloper1em0rejsr2wva5flz7fv9qkx6wc755cvcqe9teq,RedelegateShuttingDownd,0.03,54,247,0.000003,1765152000000
bandvaloper1yt682mnahn52zqv8pfukr43mqjys9nf22cq3td,DO NOT DELEGATE,0.045,54,240,0.000003,1765152000000
bandvaloper1fyn907tzlxknxgmvkjvmhgksf7t3zwjlcd6a0a,DO NOT DELEGATE  Chorus One,0.12,54,237,0.000003,1765152000000
bandvaloper1k8u9cqf6ejr5nm7prxk46el4gcxvv58clx8j9m,Stakyio,0.03,54,208,0.000002,1765152000000
bandvaloper1ejnk6k8ny3y5kwr234m3y32p7dxsx2a0wvcpyl, Ryabinaio ,0.0999,54,201,0.000002,1765152000000
bandvaloper1e794d7mk245mr62e6mf67zaqpxweufe5wcf552,deleted,0.1,54,189,0.000002,1765152000000
